quoteid,purchasecmpny,dept,reroutersncode,reroutersntxt,reroutecmnt,reroutelastchngts,reroutecmnt_cln
13342826,1001,24,13,IPR Concern,"IPR Concern; products show Lycra in the material breakdown for all products.  Lycra is a trademarked brand name for spandex.We do have a trademark authorization letter on file for the supplier and factory in this quote, but it is vendor stock number specific and the VSNs for these shorts are not listed on it.Please provide an updated trademark authorization letter for Lycra or, if none is available, please remove the word Lycra from all material breakdowns, questionnaires, hang tags and labels",2019-10-08 18:35:02.0,product show lycra material breakdown product lycra trademarked brand name spandex trademark authorization letter file supplier factory quote vendor stock number specific vsn short listed provide updated trademark authorization letter lycra none available remove word lycra material breakdown questionnaire hang tag label
13342826,1001,24,13,IPR Concern,"IPR Concern; products show Lycra in the material breakdown for all products.  Lycra is a trademarked brand name for spandex.We do have a trademark authorization letter on file for the supplier and factory in this quote, but it is vendor stock number specific and the VSNs for these shorts are not listed on it.Please provide an updated trademark authorization letter for Lycra or, if none is available, please remove the word Lycra from all material breakdowns, questionnaires, hang tags and labels",2019-10-08 18:35:02.0,product show lycra material breakdown product lycra trademarked brand name spandex trademark authorization letter file supplier factory quote vendor stock number specific vsn short listed provide updated trademark authorization letter lycra none available remove word lycra material breakdown questionnaire hang tag label
13342826,1001,24,13,IPR Concern,"IPR Concern; products show Lycra in the material breakdown for all products.  Lycra is a trademarked brand name for spandex.We do have a trademark authorization letter on file for the supplier and factory in this quote, but it is vendor stock number specific and the VSNs for these shorts are not listed on it.Please provide an updated trademark authorization letter for Lycra or, if none is available, please remove the word Lycra from all material breakdowns, questionnaires, hang tags and labels",2019-10-08 18:35:02.0,product show lycra material breakdown product lycra trademarked brand name spandex trademark authorization letter file supplier factory quote vendor stock number specific vsn short listed provide updated trademark authorization letter lycra none available remove word lycra material breakdown questionnaire hang tag label
13342826,1001,24,13,IPR Concern,"IPR Concern; products show Lycra in the material breakdown for all products.  Lycra is a trademarked brand name for spandex.We do have a trademark authorization letter on file for the supplier and factory in this quote, but it is vendor stock number specific and the VSNs for these shorts are not listed on it.Please provide an updated trademark authorization letter for Lycra or, if none is available, please remove the word Lycra from all material breakdowns, questionnaires, hang tags and labels",2019-10-08 18:35:02.0,product show lycra material breakdown product lycra trademarked brand name spandex trademark authorization letter file supplier factory quote vendor stock number specific vsn short listed provide updated trademark authorization letter lycra none available remove word lycra material breakdown questionnaire hang tag label
13342826,1001,24,13,IPR Concern,"IPR Concern; products show Lycra in the material breakdown for all products.  Lycra is a trademarked brand name for spandex.We do have a trademark authorization letter on file for the supplier and factory in this quote, but it is vendor stock number specific and the VSNs for these shorts are not listed on it.Please provide an updated trademark authorization letter for Lycra or, if none is available, please remove the word Lycra from all material breakdowns, questionnaires, hang tags and labels",2019-10-08 18:35:02.0,product show lycra material breakdown product lycra trademarked brand name spandex trademark authorization letter file supplier factory quote vendor stock number specific vsn short listed provide updated trademark authorization letter lycra none available remove word lycra material breakdown questionnaire hang tag label
13342826,1001,24,13,IPR Concern,"IPR Concern; products show Lycra in the material breakdown for all products.  Lycra is a trademarked brand name for spandex.We do have a trademark authorization letter on file for the supplier and factory in this quote, but it is vendor stock number specific and the VSNs for these shorts are not listed on it.Please provide an updated trademark authorization letter for Lycra or, if none is available, please remove the word Lycra from all material breakdowns, questionnaires, hang tags and labels",2019-10-08 18:35:02.0,product show lycra material breakdown product lycra trademarked brand name spandex trademark authorization letter file supplier factory quote vendor stock number specific vsn short listed provide updated trademark authorization letter lycra none available remove word lycra material breakdown questionnaire hang tag label
13342826,1001,24,13,IPR Concern,"IPR Concern; products show Lycra in the material breakdown for all products.  Lycra is a trademarked brand name for spandex.We do have a trademark authorization letter on file for the supplier and factory in this quote, but it is vendor stock number specific and the VSNs for these shorts are not listed on it.Please provide an updated trademark authorization letter for Lycra or, if none is available, please remove the word Lycra from all material breakdowns, questionnaires, hang tags and labels",2019-10-08 18:35:02.0,product show lycra material breakdown product lycra trademarked brand name spandex trademark authorization letter file supplier factory quote vendor stock number specific vsn short listed provide updated trademark authorization letter lycra none available remove word lycra material breakdown questionnaire hang tag label
12150903,1001,16,13,IPR Concern,IPR Concern; Please attach Trademark Release Letter from the brand owner of battery. ,2019-10-08 17:22:49.0,attach trademark release letter brand owner battery
12150968,1001,16,13,IPR Concern,IPR Concern; Please attach Trademark Release Letter from the brand owner of battery. ,2019-10-08 17:22:48.0,attach trademark release letter brand owner battery
11727515,1001,14,13,IPR Concern,IPR Concern; Provide trademark letter that authorizes use of Hamilton Beach trademark.,2019-10-08 16:27:50.0,provide trademark letter authorize hamilton beach trademark
11727515,1001,14,13,IPR Concern,IPR Concern; Provide trademark letter that authorizes use of Hamilton Beach trademark.,2019-10-08 16:27:50.0,provide trademark letter authorize hamilton beach trademark
11727515,1001,14,13,IPR Concern,IPR Concern; do not return until a definite ETA for the HB TML can be provided,2019-10-08 16:27:50.0,return definite etum tml provided
11729273,1001,14,13,IPR Concern,IPR Concern; Provide trademark letter that authorizes use of Hamilton Beach trademark.,2019-10-08 16:27:50.0,provide trademark letter authorize hamilton beach trademark
11729273,1001,14,13,IPR Concern,IPR Concern; do not return until a definite ETA for the HB  TML can be provided,2019-10-08 16:27:50.0,return definite etum tml provided
13356607,1001,63,13,IPR Concern,IPR Concern; Please verify if this product is also under the Women Owned certification.,2019-10-08 16:19:05.0,verify product also woman owned certification
11465623,1001,8,13,IPR Concern,IPR Concern; Please take emoji and emoticon out of the common name and product description. This could cause IPR concerns.,2019-10-08 12:50:05.0,take emoji emoticon common name product description could cause ipr concern
11716272,1001,8,13,IPR Concern,IPR Concern; Please advise if this is Vibrant Life or Sumo.,2019-10-08 12:50:01.0,advise vibrant life sumo
12740345,1001,11,13,IPR Concern,IPR Concern; Please attach an updated Trademark Letter for the CR2025 Battery. The one attached is specifically for a quartz heater and not this product.,2019-10-08 12:28:51.0,attach updated trademark letter battery one attached specifically quartz heater product
12925267,1001,16,13,IPR Concern,IPR Concern; what is the brand?,2019-10-07 16:41:58.0,brand
12959888,1001,25,13,IPR Concern,IPR Concern; please attach a tml for Batman that covers the entry date.,2019-10-07 16:01:21.0,attach tml batman cover entry date
12959888,1001,25,13,IPR Concern,IPR Concern; please attach a tml for Batman that covers the entry date.,2019-10-07 16:01:21.0,attach tml batman cover entry date
9989745,1001,91,13,IPR Concern,IPR Concern; Please correct the brand from vendor labeling to Great Value. ,2019-10-07 14:57:05.0,correct brand vendor labeling great value
9989745,1001,91,13,IPR Concern,IPR Concern; brand correction needed.,2019-10-07 14:57:05.0,brand correction needed
9989745,1001,91,13,IPR Concern,IPR Concern; Please correct the brand from vendor labeling to Great Value. ,2019-10-07 14:57:05.0,correct brand vendor labeling great value
9990145,1001,91,13,IPR Concern,IPR Concern; Please correct the brand from vendor labeling to Great Value,2019-10-07 14:57:05.0,correct brand vendor labeling great value
9988058,1001,91,13,IPR Concern,IPR Concern; Brand Update,2019-10-07 14:57:03.0,brand update
9988058,1001,91,13,IPR Concern,IPR Concern; Please correct the brand from vendor labeling to Great Value. ,2019-10-07 14:57:03.0,correct brand vendor labeling great value
9988058,1001,91,13,IPR Concern,IPR Concern; Please correct the brand from vendor labeling to Great Value. ,2019-10-07 14:57:03.0,correct brand vendor labeling great value
9986845,1001,91,13,IPR Concern,IPR Concern; Please correct the brand from vendor labeling to Great Value. ,2019-10-07 14:57:00.0,correct brand vendor labeling great value
9986845,1001,91,13,IPR Concern,IPR Concern; Please correct the brand from vendor labeling to Great Value. ,2019-10-07 14:57:00.0,correct brand vendor labeling great value
9986845,1001,91,13,IPR Concern,IPR Concern; Brand update needed,2019-10-07 14:57:00.0,brand update needed
12697516,1001,11,13,IPR Concern,IPR Concern; Label/Packaging,2019-10-07 10:56:25.0,label packaging
12528329,1001,46,13,IPR Concern,IPR Concern; Please provide a trademark release letter for Peppa Pig from the owner of the trademark. ,2019-10-05 08:31:24.0,provide trademark release letter peppa pig owner trademark
13360327,1001,63,13,IPR Concern,"IPR Concern; This item does not have the Women Owned TM on the packaging, please verify if this is correct, Attach a TM letter that covers the entry date ",2019-10-04 19:41:49.0,item woman owned packaging verify correct attach letter cover entry date
13360327,1001,63,13,IPR Concern,"IPR Concern; TM letter will expire before entry on November 30, 2019. Please attach an updated TM letter that covers the entry date. ",2019-10-04 19:41:49.0,letter expire entry november attach updated letter cover entry date
13360327,1001,63,13,IPR Concern,"IPR Concern; TM letter will expire before entry on November 30, 2019. Please attach an updated TM letter that covers the entry date. ",2019-10-04 19:41:49.0,letter expire entry november attach updated letter cover entry date
11735134,1001,10,13,IPR Concern,IPR Concern; product shows a trademark on the package that is not owned by the supplier. Qualcomm Quick Charge is trademarked and would require a trademark release letter  from Qualcomm Inc Corp. Delaware authorizing the use of their trademark to the supplier. ,2019-10-04 14:12:52.0,product show trademark package owned supplier qualcomm quick charge trademarked would require trademark release letter qualcomm inc corp delaware authorizing trademark supplier
13340725,1001,9,13,IPR Concern,IPR Concern; Please attach packaging photo for the Trolls branded trampoline. Please attach a trademark release letter for the Trolls brand.,2019-10-04 09:10:34.0,attach packaging photo troll branded trampoline attach trademark release letter troll brand
12506909,1001,46,13,IPR Concern,IPR Concern; Please provide a trademark release letter for PJ masks from the owner of the trademark. ,2019-10-04 01:16:27.0,provide trademark release letter mask owner trademark
12514661,1001,18,13,IPR Concern,IPR Concern; stay-lit use authorization,2019-10-03 23:52:11.0,stay lit authorization
12514663,1001,18,13,IPR Concern,IPR Concern; Stay-lit use authorization,2019-10-03 23:41:22.0,stay lit authorization
13358423,1001,63,13,IPR Concern,IPR Concern; Updated TRL,2019-10-03 19:09:03.0,updated trl
13358423,1001,63,13,IPR Concern,IPR Concern; Updated TRL,2019-10-03 19:09:03.0,updated trl
12980327,1001,9,13,IPR Concern,IPR Concern; There are 3 TM letters that are for batteries. There is one letter stating that its for button batteries but the packaging states that its AA batteries.Please remove the TM letters that are not for this quote. ,2019-10-02 22:04:41.0,letter battery one letter stating button battery packaging state battery remove letter quote
12787652,1001,63,13,IPR Concern,IPR Concern; The authorization letter for the Kimberly battery must be written by the trademark owner and be printed on their own letterhead.,2019-10-02 19:25:26.0,authorization letter kimberly battery must written trademark owner printed letterhead
11291247,1001,14,13,IPR Concern,IPR Concern; The brand is listed as Mainstays but the picture shows Camry as the brand. The trademark letter for the battery needs to be translated. I have highlighted the lines that need to be translated. We need to know the actual name of the registrant and address. ,2019-10-02 19:25:23.0,brand listed mainstay picture show camry brand trademark letter battery need translated highlighted line need translated need know actual name registrant address
12802531,1001,63,13,IPR Concern,IPR Concern; Please reattach the trademark letter. The current attachment will not open.,2019-10-02 19:09:08.0,reattach trademark letter current attachment open
10893308,1001,10,13,IPR Concern,"IPR Concern; quote has been rerouted because ""Magic Shade"" is trademarked. Please provide a trademark letter from Auto Expressions, LLC Limited Liability Company authorizing the supplier to use their trademark on this product.",2019-10-02 18:47:49.0,quote rerouted magic shade trademarked provide trademark letter auto expression llc limited liability company authorizing supplier trademark product
11386239,1001,3,13,IPR Concern,IPR Concern; Is this truly unbranded?  Can you attach label?,2019-10-02 18:05:51.0,truly unbranded attach label
12232518,1001,13,13,IPR Concern,IPR Concern; Not Applicable is no longer acceptable for Brand Name. Please update brand name,2019-10-02 15:56:22.0,applicable longer acceptable brand name update brand name
12231388,1001,13,13,IPR Concern,IPR Concern; Not Applicable is no longer acceptable for Brand Name. Please update brand name,2019-10-02 15:56:20.0,applicable longer acceptable brand name update brand name
12778852,1001,16,13,IPR Concern,IPR Concern; Please enter HART as the Brand under Label Information/Packaging Description. ,2019-10-01 21:46:10.0,enter hart brand label information packaging description
12778848,1001,16,13,IPR Concern,IPR Concern; Please enter HART as the Brand under Label Information/Packaging Description. ,2019-10-01 21:46:06.0,enter hart brand label information packaging description
12668780,1001,16,13,IPR Concern,IPR Concern; Please enter HART as the Brand under Label Information/Packaging Description. ,2019-10-01 21:46:00.0,enter hart brand label information packaging description
12782219,1001,16,13,IPR Concern,IPR Concern; Please enter HART as the Brand under Label Information/Packaging Description. ,2019-10-01 21:45:50.0,enter hart brand label information packaging description
12932010,1001,23,13,IPR Concern,"IPR Concern; Please remove ""Repreve"" or attach TML",2019-10-01 19:20:15.0,remove repreve attach tml
12932010,1001,23,13,IPR Concern,"IPR Concern; Please remove ""Repreve"" or attach TML",2019-10-01 19:20:15.0,remove repreve attach tml
12932010,1001,23,13,IPR Concern,"IPR Concern; Please remove ""Repreve"" or attach TML",2019-10-01 19:20:15.0,remove repreve attach tml
12932010,1001,23,13,IPR Concern,"IPR Concern; Please remove ""Repreve"" or attach TML",2019-10-01 19:20:15.0,remove repreve attach tml
12752561,1001,63,13,IPR Concern,IPR Concern; Please correct the Brand to ORII in the Brand tab as well as Packaging Description.,2019-10-01 17:36:26.0,correct brand orii brand tab well packaging description
12752561,1001,63,13,IPR Concern,IPR Concern; Please correct the Brand and Label Information/Packaging Description. ,2019-10-01 17:36:26.0,correct brand label information packaging description
13355730,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-10-01 17:28:45.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
12594965,1001,16,13,IPR Concern,IPR Concern; Package/hang tag,2019-10-01 17:02:11.0,package hang tag
12817271,1001,7,13,IPR Concern,IPR Concern; Need updated Trademark Release from Swim Ways,2019-09-30 21:27:59.0,need updated trademark release swim way
12817242,1001,7,13,IPR Concern,IPR Concern; Need updated Trademark Release from Swim Ways,2019-09-30 21:27:59.0,need updated trademark release swim way
12934716,1001,16,13,IPR Concern,IPR Concern; is this branded?,2019-09-30 12:37:22.0,branded
12964132,1001,25,13,IPR Concern,"IPR Concern; 13Aug2019 TT. The trademark letter provided in the quote is for Fujian Jiefa Footwear, however the factory is showing as Putian Jiefa Footwear. Please help advise and provide the correct trademark letter as necessary.",2019-09-28 04:09:03.0,aug trademark letter provided quote fujian jiefa footwear however factory showing putian jiefa footwear help advise provide correct trademark letter necessary
12609558,1001,11,13,IPR Concern,IPR Concern; Hyper Tough,2019-09-27 15:58:18.0,hyper tough
12542999,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-26 22:00:52.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12542992,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-26 22:00:50.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12542987,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-26 22:00:47.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12542983,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-26 22:00:44.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12542974,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-26 22:00:42.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12256003,1001,10,13,IPR Concern,IPR Concern; Dri-lock TM release letter,2019-09-26 20:24:43.0,dri lock release letter
12192781,1001,12,13,IPR Concern,IPR Concern; The label should be Cosco and not Vendor Labeling.,2019-09-26 16:15:34.0,label cosco vendor labeling
12890388,1001,7,13,IPR Concern,IPR Concern; Please provide a trademark authorization letter from The Austrailian Toy Association that has the second page signed by both parties and dated,2019-09-26 16:02:12.0,provide trademark authorization letter austrailian toy association second page signed party dated
10948275,1001,14,13,IPR Concern,"IPR Concern; Bakelite is a trademark, must have a TML",2019-09-26 13:00:51.0,bakelite trademark must tml
11665803,1001,9,13,IPR Concern,"IPR Concern; Please attach signed TML and schedule A, attached copies are not signed",2019-09-25 21:35:11.0,attach signed tml schedule attached copy signed
11030591,1001,22,13,IPR Concern,"IPR Concern; Provide a picture of the package, is it labeled Real Tree or Mossy Oak? Please advise",2019-09-25 21:14:57.0,provide picture package labeled real tree mossy oak advise
12941690,1001,25,13,IPR Concern,IPR Concern; 07Aug2019 TT. The battery included is Freego battery however a trademark letter was not provided. Please help provide the trademark letter for the batteries as necessary. Please also help advise if the lights are LED lights.,2019-09-25 19:31:05.0,aug battery included freego battery however trademark letter provided help provide trademark letter battery necessary also help advise light led light
11698906,1001,72,13,IPR Concern,"IPR Concern; trademark letter is in chinese, product does not appear to be registered with bluetooth",2019-09-25 17:17:44.0,trademark letter chinese product appear registered bluetooth
11717287,1001,72,13,IPR Concern,"IPR Concern; trademark letter is in Chinese, not registered with bluetooth",2019-09-25 17:17:43.0,trademark letter chinese registered bluetooth
11717986,1001,72,13,IPR Concern,"IPR Concern; - As outlined in best practices, trademark letters need to be translated in English, letter provided is in Chinese - Carrying case still needs to be broken out into separate component - Do earphones use Bluetooth technology? If so, product must be registered with Bluetooth. Proof of registration is required. ",2019-09-25 17:17:19.0,outlined best practice trademark letter need translated english letter provided chinese carrying case still need broken separate component earphone bluetooth technology product must registered bluetooth proof registration required
11717555,1001,72,13,IPR Concern,"IPR Concern; - As outlined in best practices, trademark letters need to be translated in English, letter provided is in Chinese - Product does not appear to be registered with Bluetooth, please provide documentation reflecting registration ",2019-09-25 17:17:12.0,outlined best practice trademark letter need translated english letter provided chinese product appear registered bluetooth provide documentation reflecting registration
11716621,1001,72,13,IPR Concern,IPR Concern; The above quotes have been re-routed again as the item is still not registered with Bluetooth. Please provide at least a receipt or some other documentation showing that registration is underway. 01/25/18 JJ,2019-09-25 17:17:00.0,quote routed item still registered bluetooth provide least receipt documentation showing registration underway
11716621,1001,72,13,IPR Concern,IPR Concern; The product is currently not registered with Bluetooth. This is required for all Bluetooth products. 01/11/18 JJ,2019-09-25 17:17:00.0,product currently registered bluetooth required bluetooth product
11716621,1001,72,13,IPR Concern,IPR Concern; The item has not been registered with Bluetooth by Walmart or the supplier. Both are required. 01/17/18 JJ,2019-09-25 17:17:00.0,item registered bluetooth walmart supplier required
10877349,1001,14,13,IPR Concern,IPR Concern;Please attach a copy of the sale tag.,2019-09-25 12:28:21.0,attach copy sale tag
10937846,1001,14,13,IPR Concern,IPR Concern; Need Trademark release letter for Bakelite,2019-09-25 12:28:21.0,need trademark release letter bakelite
12543012,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-24 21:01:29.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12543008,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-24 21:01:27.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12543006,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-24 21:01:26.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12542995,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-24 21:01:26.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12542990,1001,25,13,IPR Concern,"IPR Concern; The inside of the footwear indicates the brand name Enduropro. Please attach a trademark authorization letter to these quotes from the owner of Enduropro brand showing that the supplier in this quote has their permission to use the Enduropro name on this footwear. It should be dated, on Enduropro letterhead, reference the supplier in the quote and be signed by an officer of the Enduropro company. ",2019-09-24 21:01:25.0,inside footwear indicate brand name enduropro attach trademark authorization letter quote owner enduropro brand showing supplier quote permission enduropro name footwear dated enduropro letterhead reference supplier quote signed officer enduropro company
12927338,1001,16,13,IPR Concern,"IPR Concern;  Please provide a picture of the battery that is included with the light, and provide a trademark release letter if battery brand is not owned by supplier or manufacturer. ",2019-09-24 20:23:08.0,provide picture battery included light provide trademark release letter battery brand owned supplier manufacturer
12145126,1001,10,13,IPR Concern,IPR Concern; Not Applicable is not accepted as the Brand Name.,2019-09-24 18:53:22.0,applicable accepted brand name
12740739,1001,7,13,IPR Concern,IPR Concern; Missing trademark release for Alien,2019-09-24 18:03:07.0,missing trademark release alien
12740618,1001,7,13,IPR Concern,IPR Concern; Missing TML for Alien,2019-09-24 18:03:06.0,missing tml alien
12740765,1001,7,13,IPR Concern,IPR Concern; Missing trademark release for Alien,2019-09-24 18:03:06.0,missing trademark release alien
11104437,1001,92,13,IPR Concern,"IPR Concern; 4.Add GV as brand.5.The Product Specs attached has ""Dole Fruit Bowl, Dole Pineapple Chunks"" etc. as NBE description. Please confirm as the products descriptions on the quotes have GV.",2019-09-24 15:46:49.0,add brand product spec attached dole fruit bowl dole pineapple chunk etc nbe description confirm product description quote
12804655,1001,63,13,IPR Concern,IPR Concern; Please clarify the brand on the battery.  It does not match the authorization letter.,2019-09-23 21:31:32.0,clarify brand battery match authorization letter
12173534,1001,7,13,IPR Concern,IPR Concern; Please provide a trademark letter for Pavati. 08/01/18 JJ,2019-09-23 20:15:18.0,provide trademark letter pavati
11548701,1001,7,13,IPR Concern,IPR Concern; Please attach use authorization letter from battery supplier.,2019-09-23 20:15:05.0,attach authorization letter battery supplier
11548701,1001,7,13,IPR Concern,IPR Concern; Use authorization letter for New Leader battery.,2019-09-23 20:15:05.0,authorization letter new leader battery
13355746,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-09-23 19:54:32.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
13355766,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-09-23 18:10:58.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
13355779,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-09-23 18:10:58.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
13355573,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-09-23 18:10:57.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
13355687,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-09-23 18:10:57.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
13355514,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-09-23 18:10:56.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
13355462,1001,17,13,IPR Concern,"IPR Concern; per Sophia Luo, Try Me is not a brand name on the battery.  Please remove this from the material breakdown on all products that show Try Me and from the Hardline Questionnaire if it appears there.",2019-09-23 18:10:56.0,per sophium luo try brand name battery remove material breakdown product show try hardline questionnaire appear
12808673,1001,11,13,IPR Concern,"IPR Concern; Additionally, I reviewed the trademark release letter today and it expired in December 2018. Please attach a letter with valid expiration. ",2019-09-23 14:36:32.0,additionally reviewed trademark release letter today expired december attach letter valid expiration
12142330,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:34.0,brand george indicate information comment section well branding section supplier quote
12142160,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:34.0,brand george indicate information comment section well branding section supplier quote
12142307,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:33.0,brand george indicate information comment section well branding section supplier quote
12142306,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:33.0,brand george indicate information comment section well branding section supplier quote
12142331,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:32.0,brand george indicate information comment section well branding section supplier quote
12142173,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:32.0,brand george indicate information comment section well branding section supplier quote
12142172,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:31.0,brand george indicate information comment section well branding section supplier quote
12142015,1001,25,13,IPR Concern,"IPR Concern; the brand name is GEORGE. Please correct all branding information in Brand sections, Comments, Packaging Description etc.",2019-09-23 06:47:30.0,brand name george correct branding information brand section comment packaging description etc
12142159,1001,25,13,IPR Concern,IPR Concern; The Brand is George. Please indicate this information in the Comments section as well as all the Branding sections in Supplier Quote,2019-09-23 06:47:30.0,brand george indicate information comment section well branding section supplier quote
